                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.9397,                 4.2666,                 2.7925,                 0.0027,                      1,                0.04089,                0.02227,                 2.5088,                 4.4706,                 2.4465,             0.00011669,             0.00011669,             0.00011669
