                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.814,                  4.394,                 2.6885,                0.00309,                0.87265,                0.07543,                 0.0299,                 2.5458,                 4.5797,                 2.6178,             0.00018337,             0.00018337,             0.00018337
